priority_rank,customer_id,churn_probability,risk_level,uplift,persuadability_segment,customer_value_eur,recommended_offer,offer_cost,expected_value_saved,roi,selection_status
427,C09419,0.01412,Low,0.011,LOW RESPONSE,1218.49,Loyalty Reward,900.0,1206.0,1.34,NOT SELECTED
428,C05250,0.00671,Low,0.00732,LOW RESPONSE,1829.37,Loyalty Reward,900.0,1205.1,1.34,NOT SELECTED
429,C00748,0.0101,Low,0.00889,LOW RESPONSE,1503.01,Loyalty Reward,900.0,1202.4,1.34,NOT SELECTED
430,C00723,0.01263,Low,0.01034,LOW RESPONSE,1289.05,Loyalty Reward,900.0,1199.7,1.33,NOT SELECTED
431,C03238,0.01764,Low,0.00758,LOW RESPONSE,1758.71,Loyalty Reward,900.0,1199.7,1.33,NOT SELECTED
432,C03871,0.00291,Low,0.00872,LOW RESPONSE,1527.53,Loyalty Reward,900.0,1198.8,1.33,NOT SELECTED
433,C04828,0.00382,Low,0.00862,LOW RESPONSE,1544.2,Loyalty Reward,900.0,1197.9,1.33,NOT SELECTED
434,C00528,0.01707,Low,0.01517,LOW RESPONSE,876.23,Loyalty Reward,900.0,1196.1,1.33,NOT SELECTED
435,C10771,0.05589,Low,0.00793,PERSUADABLE,1674.81,Loyalty Reward,900.0,1195.2,1.33,NOT SELECTED
436,C02779,0.00459,Low,0.00878,LOW RESPONSE,1511.88,Loyalty Reward,900.0,1194.3,1.33,NOT SELECTED
437,C01341,0.00635,Low,0.0105,LOW RESPONSE,1261.5,Loyalty Reward,900.0,1192.5,1.32,NOT SELECTED
438,C01657,0.00319,Low,0.00865,LOW RESPONSE,1530.51,Loyalty Reward,900.0,1191.6,1.32,NOT SELECTED
439,C04812,0.02036,Low,0.01589,LOW RESPONSE,832.11,Loyalty Reward,900.0,1189.8,1.32,NOT SELECTED
440,C03355,0.00375,Low,0.00758,LOW RESPONSE,1739.81,Loyalty Reward,900.0,1187.1,1.32,NOT SELECTED
441,C09095,0.00796,Low,0.00668,LOW RESPONSE,1973.75,Loyalty Reward,900.0,1186.2,1.32,NOT SELECTED
442,C10033,0.00371,Low,0.00649,LOW RESPONSE,2027.21,Loyalty Reward,900.0,1184.4,1.32,NOT SELECTED
443,C11708,0.02551,Low,0.00747,LOW RESPONSE,1760.96,Loyalty Reward,900.0,1183.5,1.32,NOT SELECTED
444,C02273,0.00392,Low,0.00759,LOW RESPONSE,1730.14,Loyalty Reward,900.0,1181.7,1.31,NOT SELECTED
445,C03199,0.02155,Low,0.00744,LOW RESPONSE,1764.0,Loyalty Reward,900.0,1180.8,1.31,NOT SELECTED
446,C10083,0.02148,Low,0.00671,LOW RESPONSE,1953.18,Loyalty Reward,900.0,1179.9,1.31,NOT SELECTED
447,C09042,0.0082,Low,0.00638,LOW RESPONSE,2049.47,Loyalty Reward,900.0,1177.2,1.31,NOT SELECTED
448,C11253,0.03412,Low,0.0082,HIGHLY PERSUADABLE,1591.76,Loyalty Reward,900.0,1174.5,1.3,NOT SELECTED
449,C11459,0.01195,Low,0.00737,LOW RESPONSE,1770.01,Loyalty Reward,900.0,1173.6,1.3,NOT SELECTED
450,C02824,0.00856,Low,0.00874,LOW RESPONSE,1489.89,Loyalty Reward,900.0,1171.8,1.3,NOT SELECTED
451,C00962,0.02259,Low,0.01231,LOW RESPONSE,1052.59,Loyalty Reward,900.0,1166.4,1.3,NOT SELECTED
452,C11639,0.02952,Low,0.00792,LOW RESPONSE,1628.21,Loyalty Reward,900.0,1161.0,1.29,NOT SELECTED
453,C05362,0.00454,Low,0.008,LOW RESPONSE,1611.27,Loyalty Reward,900.0,1160.1,1.29,NOT SELECTED
454,C02699,0.006,Low,0.00743,LOW RESPONSE,1731.03,Loyalty Reward,900.0,1157.4,1.29,NOT SELECTED
455,C05734,0.00466,Low,0.00695,LOW RESPONSE,1849.01,Loyalty Reward,900.0,1156.5,1.28,NOT SELECTED
456,C03353,0.0037,Low,0.00809,LOW RESPONSE,1581.81,Loyalty Reward,900.0,1152.0,1.28,NOT SELECTED
457,C08787,0.00206,Low,0.00625,LOW RESPONSE,2047.94,Loyalty Reward,900.0,1152.0,1.28,NOT SELECTED
458,C09544,0.00565,Low,0.00633,LOW RESPONSE,2020.75,Loyalty Reward,900.0,1151.1,1.28,NOT SELECTED
459,C02441,0.01191,Low,0.00847,LOW RESPONSE,1508.49,Loyalty Reward,900.0,1150.2,1.28,NOT SELECTED
460,C03394,0.01332,Low,0.00771,LOW RESPONSE,1657.7,Loyalty Reward,900.0,1150.2,1.28,NOT SELECTED
461,C09670,0.00972,Low,0.00777,LOW RESPONSE,1644.27,Loyalty Reward,900.0,1150.2,1.28,NOT SELECTED
462,C10666,0.07459,Low,0.00715,PERSUADABLE,1785.54,Loyalty Reward,900.0,1149.3,1.28,NOT SELECTED
463,C09749,0.00847,Low,0.01,LOW RESPONSE,1272.85,Loyalty Reward,900.0,1145.7,1.27,NOT SELECTED
464,C03469,0.0083,Low,0.0069,LOW RESPONSE,1842.07,Loyalty Reward,900.0,1143.9,1.27,NOT SELECTED
465,C05723,0.0296,Low,0.01102,LOW RESPONSE,1153.12,Loyalty Reward,900.0,1143.9,1.27,NOT SELECTED
466,C05132,0.00264,Low,0.01123,LOW RESPONSE,1127.88,Loyalty Reward,900.0,1140.3,1.27,NOT SELECTED
467,C08595,0.01284,Low,0.00819,HIGHLY PERSUADABLE,1547.19,Loyalty Reward,900.0,1140.3,1.27,NOT SELECTED
468,C05688,0.01678,Low,0.00696,LOW RESPONSE,1818.7,Loyalty Reward,900.0,1139.4,1.27,NOT SELECTED
469,C08785,0.00197,Low,0.00649,LOW RESPONSE,1948.55,Loyalty Reward,900.0,1138.5,1.26,NOT SELECTED
470,C05728,0.04417,Low,0.00685,PERSUADABLE,1842.51,Loyalty Reward,900.0,1135.8,1.26,NOT SELECTED
471,C11501,0.05467,Low,0.00688,PERSUADABLE,1830.56,Loyalty Reward,900.0,1133.1,1.26,NOT SELECTED
472,C11238,0.03379,Low,0.00688,LOW RESPONSE,1827.19,Loyalty Reward,900.0,1131.3,1.26,NOT SELECTED
473,C10294,0.02145,Low,0.0061,LOW RESPONSE,2058.39,Loyalty Reward,900.0,1130.4,1.26,NOT SELECTED
474,C01396,0.00695,Low,0.00764,LOW RESPONSE,1640.51,Loyalty Reward,900.0,1127.7,1.25,NOT SELECTED
475,C02620,0.008,Low,0.00683,LOW RESPONSE,1834.9,Loyalty Reward,900.0,1127.7,1.25,NOT SELECTED
476,C02025,0.00253,Low,0.00703,LOW RESPONSE,1780.4,Loyalty Reward,900.0,1126.8,1.25,NOT SELECTED
477,C02705,0.00703,Low,0.00748,LOW RESPONSE,1674.36,Loyalty Reward,900.0,1126.8,1.25,NOT SELECTED
478,C06897,0.00116,Low,0.00759,LOW RESPONSE,1649.77,Loyalty Reward,900.0,1126.8,1.25,NOT SELECTED
479,C10513,0.00576,Low,0.00712,LOW RESPONSE,1753.92,Loyalty Reward,900.0,1124.1,1.25,NOT SELECTED
480,C02986,0.03467,Low,0.00928,HIGHLY PERSUADABLE,1342.62,Loyalty Reward,900.0,1121.4,1.25,NOT SELECTED
481,C04245,0.01776,Low,0.01482,LOW RESPONSE,840.63,Loyalty Reward,900.0,1121.4,1.25,NOT SELECTED
482,C09774,0.01776,Low,0.00685,LOW RESPONSE,1817.17,Loyalty Reward,900.0,1120.5,1.25,NOT SELECTED
483,C09926,0.00729,Low,0.00656,LOW RESPONSE,1897.11,Loyalty Reward,900.0,1120.5,1.25,NOT SELECTED
484,C05797,0.0058,Low,0.00608,LOW RESPONSE,2045.81,Loyalty Reward,900.0,1119.6,1.24,NOT SELECTED
485,C11007,0.0145,Low,0.00713,LOW RESPONSE,1742.4,Loyalty Reward,900.0,1117.8,1.24,NOT SELECTED
486,C00656,0.00278,Low,0.01282,LOW RESPONSE,964.57,Loyalty Reward,900.0,1113.3,1.24,NOT SELECTED
487,C02700,0.01903,Low,0.00719,LOW RESPONSE,1719.15,Loyalty Reward,900.0,1112.4,1.24,NOT SELECTED
488,C11263,0.00782,Low,0.00662,LOW RESPONSE,1864.67,Loyalty Reward,900.0,1110.6,1.23,NOT SELECTED
489,C10480,0.00642,Low,0.0083,LOW RESPONSE,1485.67,Loyalty Reward,900.0,1109.7,1.23,NOT SELECTED
490,C03250,0.01574,Low,0.00696,LOW RESPONSE,1769.91,Loyalty Reward,900.0,1108.8,1.23,NOT SELECTED
491,C00684,0.00946,Low,0.00954,LOW RESPONSE,1289.72,Loyalty Reward,900.0,1107.0,1.23,NOT SELECTED
492,C10845,0.00359,Low,0.00625,LOW RESPONSE,1963.35,Loyalty Reward,900.0,1104.3,1.23,NOT SELECTED
493,C01229,0.0113,Low,0.00653,LOW RESPONSE,1877.6,Loyalty Reward,900.0,1103.4,1.23,NOT SELECTED
494,C02771,0.01464,Low,0.01105,LOW RESPONSE,1108.12,Loyalty Reward,900.0,1101.6,1.22,NOT SELECTED
495,C01159,0.02666,Low,0.0077,LOW RESPONSE,1585.68,Loyalty Reward,900.0,1098.9,1.22,NOT SELECTED
496,C10744,0.01565,Low,0.00945,LOW RESPONSE,1292.21,Loyalty Reward,900.0,1098.9,1.22,NOT SELECTED
497,C00848,0.01766,Low,0.0065,LOW RESPONSE,1874.92,Loyalty Reward,900.0,1097.1,1.22,NOT SELECTED
498,C02147,0.03608,Low,0.00993,HIGHLY PERSUADABLE,1226.01,Loyalty Reward,900.0,1095.3,1.22,NOT SELECTED
499,C11713,0.05429,Low,0.00637,PERSUADABLE,1903.71,Loyalty Reward,900.0,1091.7,1.21,NOT SELECTED
500,C01872,0.00696,Low,0.00879,LOW RESPONSE,1377.35,Loyalty Reward,900.0,1089.9,1.21,NOT SELECTED
501,C04467,0.02298,Low,0.00899,LOW RESPONSE,1346.93,Loyalty Reward,900.0,1089.9,1.21,NOT SELECTED
502,C10491,0.00925,Low,0.00666,LOW RESPONSE,1816.66,Loyalty Reward,900.0,1089.0,1.21,NOT SELECTED
503,C10847,0.01823,Low,0.00673,LOW RESPONSE,1793.44,Loyalty Reward,900.0,1086.3,1.21,NOT SELECTED
504,C05755,0.00963,Low,0.00715,LOW RESPONSE,1685.07,Loyalty Reward,900.0,1084.5,1.2,NOT SELECTED
505,C09278,0.00326,Low,0.00596,LOW RESPONSE,2019.58,Loyalty Reward,900.0,1083.6,1.2,NOT SELECTED
506,C10969,0.02537,Low,0.00652,LOW RESPONSE,1845.19,Loyalty Reward,900.0,1082.7,1.2,NOT SELECTED
507,C02007,0.00312,Low,0.00959,LOW RESPONSE,1250.82,Loyalty Reward,900.0,1080.0,1.2,NOT SELECTED
508,C02013,0.01385,Low,0.0115,LOW RESPONSE,1040.58,Loyalty Reward,900.0,1077.3,1.2,NOT SELECTED
509,C02392,0.00745,Low,0.007,LOW RESPONSE,1706.86,Loyalty Reward,900.0,1075.5,1.2,NOT SELECTED
510,C03220,0.0192,Low,0.00666,LOW RESPONSE,1792.11,Loyalty Reward,900.0,1074.6,1.19,NOT SELECTED
511,C10190,0.04293,Low,0.00633,PERSUADABLE,1885.64,Loyalty Reward,900.0,1074.6,1.19,NOT SELECTED
512,C03118,0.00297,Low,0.00664,LOW RESPONSE,1796.33,Loyalty Reward,900.0,1073.7,1.19,NOT SELECTED
513,C02348,0.01979,Low,0.0065,LOW RESPONSE,1833.66,Loyalty Reward,900.0,1072.8,1.19,NOT SELECTED
514,C05436,0.02636,Low,0.00925,LOW RESPONSE,1288.56,Loyalty Reward,900.0,1072.8,1.19,NOT SELECTED
515,C02216,0.00142,Low,0.00594,LOW RESPONSE,2004.35,Loyalty Reward,900.0,1071.9,1.19,NOT SELECTED
516,C09685,0.01355,Low,0.00913,LOW RESPONSE,1300.04,Loyalty Reward,900.0,1068.3,1.19,NOT SELECTED
517,C02853,0.00472,Low,0.0069,LOW RESPONSE,1715.73,Loyalty Reward,900.0,1065.6,1.18,NOT SELECTED
518,C11024,0.09177,Low,0.00624,PERSUADABLE,1897.42,Loyalty Reward,900.0,1065.6,1.18,NOT SELECTED
519,C10741,0.00836,Low,0.0065,LOW RESPONSE,1817.91,Loyalty Reward,900.0,1063.8,1.18,NOT SELECTED
520,C11809,0.01181,Low,0.00692,LOW RESPONSE,1707.87,Loyalty Reward,900.0,1063.8,1.18,NOT SELECTED
521,C01272,0.0079,Low,0.00739,LOW RESPONSE,1598.1,Loyalty Reward,900.0,1062.9,1.18,NOT SELECTED
522,C01809,0.00695,Low,0.00609,LOW RESPONSE,1938.7,Loyalty Reward,900.0,1062.9,1.18,NOT SELECTED
523,C10267,0.00736,Low,0.00632,LOW RESPONSE,1869.01,Loyalty Reward,900.0,1062.9,1.18,NOT SELECTED
524,C10241,0.00559,Low,0.00674,LOW RESPONSE,1749.67,Loyalty Reward,900.0,1061.1,1.18,NOT SELECTED
525,C10839,0.02579,Low,0.00705,LOW RESPONSE,1667.36,Loyalty Reward,900.0,1057.5,1.18,NOT SELECTED
526,C03398,0.01259,Low,0.00668,LOW RESPONSE,1754.39,Loyalty Reward,900.0,1054.8,1.17,NOT SELECTED
527,C02603,0.0098,Low,0.00709,LOW RESPONSE,1646.86,Loyalty Reward,900.0,1051.2,1.17,NOT SELECTED
528,C01243,0.00493,Low,0.00567,LOW RESPONSE,2057.54,Loyalty Reward,900.0,1050.3,1.17,NOT SELECTED
529,C02297,0.00868,Low,0.00657,LOW RESPONSE,1771.34,Loyalty Reward,900.0,1047.6,1.16,NOT SELECTED
530,C00788,0.00651,Low,0.00702,LOW RESPONSE,1655.53,Loyalty Reward,900.0,1045.8,1.16,NOT SELECTED
531,C11193,0.03589,Low,0.00648,PERSUADABLE,1790.13,Loyalty Reward,900.0,1044.0,1.16,NOT SELECTED
532,C02894,0.00697,Low,0.00835,LOW RESPONSE,1388.08,Loyalty Reward,900.0,1043.1,1.16,NOT SELECTED
533,C02725,0.00352,Low,0.00684,LOW RESPONSE,1692.44,Loyalty Reward,900.0,1042.2,1.16,NOT SELECTED
534,C04425,0.01685,Low,0.00892,LOW RESPONSE,1298.66,Loyalty Reward,900.0,1042.2,1.16,NOT SELECTED
535,C02740,0.02147,Low,0.00665,LOW RESPONSE,1738.5,Loyalty Reward,900.0,1040.4,1.16,NOT SELECTED
536,C10068,0.04246,Low,0.00608,PERSUADABLE,1899.83,Loyalty Reward,900.0,1039.5,1.16,NOT SELECTED
537,C10478,0.03778,Low,0.00682,PERSUADABLE,1693.64,Loyalty Reward,900.0,1039.5,1.16,NOT SELECTED
538,C10866,0.02976,Low,0.00764,LOW RESPONSE,1509.5,Loyalty Reward,900.0,1037.7,1.15,NOT SELECTED
539,C05313,0.01461,Low,0.01289,LOW RESPONSE,892.47,Loyalty Reward,900.0,1035.0,1.15,NOT SELECTED
540,C03297,0.00575,Low,0.00643,LOW RESPONSE,1785.33,Loyalty Reward,900.0,1033.2,1.15,NOT SELECTED
541,C01414,0.00338,Low,0.00697,LOW RESPONSE,1645.2,Loyalty Reward,900.0,1032.3,1.15,NOT SELECTED
542,C03155,0.01424,Low,0.00784,LOW RESPONSE,1461.86,Loyalty Reward,900.0,1031.4,1.15,NOT SELECTED
543,C02550,0.00799,Low,0.00721,LOW RESPONSE,1588.05,Loyalty Reward,900.0,1030.5,1.14,NOT SELECTED
544,C01777,0.01565,Low,0.00728,LOW RESPONSE,1571.75,Loyalty Reward,900.0,1029.6,1.14,NOT SELECTED
545,C01388,0.01983,Low,0.00809,LOW RESPONSE,1412.87,Loyalty Reward,900.0,1028.7,1.14,NOT SELECTED
546,C01876,0.00969,Low,0.00638,LOW RESPONSE,1791.24,Loyalty Reward,900.0,1028.7,1.14,NOT SELECTED
547,C03587,0.0026,Low,0.00693,LOW RESPONSE,1648.23,Loyalty Reward,900.0,1027.8,1.14,NOT SELECTED
548,C09600,0.00527,Low,0.0055,LOW RESPONSE,2068.61,Loyalty Reward,900.0,1024.2,1.14,NOT SELECTED
549,C11683,0.01182,Low,0.00568,LOW RESPONSE,2002.76,Loyalty Reward,900.0,1024.2,1.14,NOT SELECTED
550,C10319,0.02321,Low,0.00608,LOW RESPONSE,1870.69,Loyalty Reward,900.0,1023.3,1.14,NOT SELECTED
551,C10836,0.04357,Low,0.00578,PERSUADABLE,1967.17,Loyalty Reward,900.0,1023.3,1.14,NOT SELECTED
552,C05471,0.0056,Low,0.00747,LOW RESPONSE,1520.33,Loyalty Reward,900.0,1022.4,1.14,NOT SELECTED
553,C10156,0.04558,Low,0.00564,PERSUADABLE,2013.14,Loyalty Reward,900.0,1021.5,1.14,NOT SELECTED
554,C02476,0.01369,Low,0.00666,LOW RESPONSE,1703.34,Loyalty Reward,900.0,1020.6,1.13,NOT SELECTED
555,C11516,0.01561,Low,0.00553,LOW RESPONSE,2048.81,Loyalty Reward,900.0,1019.7,1.13,NOT SELECTED
556,C04770,0.02144,Low,0.00897,LOW RESPONSE,1261.22,Loyalty Reward,900.0,1017.9,1.13,NOT SELECTED
557,C09669,0.00906,Low,0.00571,LOW RESPONSE,1975.02,Loyalty Reward,900.0,1015.2,1.13,NOT SELECTED
558,C11352,0.02459,Low,0.0061,LOW RESPONSE,1848.55,Loyalty Reward,900.0,1015.2,1.13,NOT SELECTED
559,C03046,0.00313,Low,0.00681,LOW RESPONSE,1653.67,Loyalty Reward,900.0,1013.4,1.13,NOT SELECTED
560,C09486,0.01024,Low,0.00653,LOW RESPONSE,1718.2,Loyalty Reward,900.0,1009.8,1.12,NOT SELECTED
561,C11629,0.02652,Low,0.00587,LOW RESPONSE,1911.98,Loyalty Reward,900.0,1009.8,1.12,NOT SELECTED
562,C02526,0.00481,Low,0.00664,LOW RESPONSE,1687.75,Loyalty Reward,900.0,1008.9,1.12,NOT SELECTED
563,C08557,0.00404,Low,0.00668,LOW RESPONSE,1676.31,Loyalty Reward,900.0,1008.0,1.12,NOT SELECTED
564,C11044,0.0021,Low,0.00622,LOW RESPONSE,1800.11,Loyalty Reward,900.0,1008.0,1.12,NOT SELECTED
565,C02579,0.01243,Low,0.00681,LOW RESPONSE,1643.72,Loyalty Reward,900.0,1007.1,1.12,NOT SELECTED
566,C08159,0.00523,Low,0.00707,LOW RESPONSE,1580.88,Loyalty Reward,900.0,1006.2,1.12,NOT SELECTED
567,C01150,0.00566,Low,0.00554,LOW RESPONSE,2016.12,Loyalty Reward,900.0,1005.3,1.12,NOT SELECTED
568,C09131,0.0227,Low,0.01211,LOW RESPONSE,922.04,Loyalty Reward,900.0,1005.3,1.12,NOT SELECTED
569,C09975,0.04942,Low,0.00718,PERSUADABLE,1553.63,Loyalty Reward,900.0,1004.4,1.12,NOT SELECTED
570,C00829,0.00929,Low,0.01096,LOW RESPONSE,1016.44,Loyalty Reward,900.0,1002.6,1.11,NOT SELECTED
571,C05914,0.00429,Low,0.00585,LOW RESPONSE,1904.07,Loyalty Reward,900.0,1002.6,1.11,NOT SELECTED
572,C08482,0.02528,Low,0.00769,LOW RESPONSE,1448.81,Loyalty Reward,900.0,1002.6,1.11,NOT SELECTED
573,C10053,0.00792,Low,0.00541,LOW RESPONSE,2059.23,Loyalty Reward,900.0,1002.6,1.11,NOT SELECTED
574,C02891,0.00617,Low,0.00731,LOW RESPONSE,1522.7,Loyalty Reward,900.0,1001.7,1.11,NOT SELECTED
575,C03269,0.00759,Low,0.00568,LOW RESPONSE,1957.27,Loyalty Reward,900.0,1000.8,1.11,NOT SELECTED
576,C04593,0.01511,Low,0.008,LOW RESPONSE,1389.57,Loyalty Reward,900.0,1000.8,1.11,NOT SELECTED
577,C10069,0.0274,Low,0.0073,LOW RESPONSE,1522.66,Loyalty Reward,900.0,1000.8,1.11,NOT SELECTED
578,C02877,0.00738,Low,0.00729,LOW RESPONSE,1524.19,Loyalty Reward,900.0,999.9,1.11,NOT SELECTED
579,C02126,0.01151,Low,0.00599,LOW RESPONSE,1851.08,Loyalty Reward,900.0,998.1,1.11,NOT SELECTED
580,C04263,0.00263,Low,0.00802,LOW RESPONSE,1382.55,Loyalty Reward,900.0,998.1,1.11,NOT SELECTED
581,C00712,0.00462,Low,0.00789,LOW RESPONSE,1404.41,Loyalty Reward,900.0,997.2,1.11,NOT SELECTED
582,C11235,0.03808,Low,0.0079,PERSUADABLE,1400.76,Loyalty Reward,900.0,996.3,1.11,NOT SELECTED
583,C02520,0.00559,Low,0.0066,LOW RESPONSE,1674.7,Loyalty Reward,900.0,994.5,1.1,NOT SELECTED
584,C11071,0.00483,Low,0.00591,LOW RESPONSE,1863.12,Loyalty Reward,900.0,990.9,1.1,NOT SELECTED
585,C08564,0.01873,Low,0.00687,LOW RESPONSE,1601.71,Loyalty Reward,900.0,990.0,1.1,NOT SELECTED
586,C10514,0.01234,Low,0.0058,LOW RESPONSE,1897.17,Loyalty Reward,900.0,990.0,1.1,NOT SELECTED
587,C01027,0.01954,Low,0.00931,LOW RESPONSE,1180.8,Loyalty Reward,900.0,989.1,1.1,NOT SELECTED
588,C10905,0.00359,Low,0.00595,LOW RESPONSE,1847.85,Loyalty Reward,900.0,989.1,1.1,NOT SELECTED
589,C03094,0.00895,Low,0.00897,LOW RESPONSE,1224.02,Loyalty Reward,900.0,988.2,1.1,NOT SELECTED
590,C05338,0.01186,Low,0.0064,LOW RESPONSE,1713.88,Loyalty Reward,900.0,987.3,1.1,NOT SELECTED
591,C09785,0.00729,Low,0.00576,LOW RESPONSE,1903.39,Loyalty Reward,900.0,986.4,1.1,NOT SELECTED
592,C11029,0.04214,Low,0.00608,PERSUADABLE,1803.24,Loyalty Reward,900.0,986.4,1.1,NOT SELECTED
593,C02201,0.01469,Low,0.0072,LOW RESPONSE,1521.35,Loyalty Reward,900.0,985.5,1.1,NOT SELECTED
594,C05520,0.01066,Low,0.0057,LOW RESPONSE,1920.03,Loyalty Reward,900.0,984.6,1.09,NOT SELECTED
595,C01821,0.01222,Low,0.00782,LOW RESPONSE,1396.51,Loyalty Reward,900.0,982.8,1.09,NOT SELECTED
596,C03633,0.00317,Low,0.00907,LOW RESPONSE,1201.33,Loyalty Reward,900.0,981.0,1.09,NOT SELECTED
597,C02215,0.0056,Low,0.00586,LOW RESPONSE,1853.37,Loyalty Reward,900.0,977.4,1.09,NOT SELECTED
598,C09429,0.00552,Low,0.00523,LOW RESPONSE,2071.46,Loyalty Reward,900.0,974.7,1.08,NOT SELECTED
599,C11336,0.0266,Low,0.00752,LOW RESPONSE,1439.76,Loyalty Reward,900.0,974.7,1.08,NOT SELECTED
600,C09450,0.0313,Low,0.00541,LOW RESPONSE,1996.47,Loyalty Reward,900.0,972.0,1.08,NOT SELECTED
601,C10373,0.00864,Low,0.00547,LOW RESPONSE,1973.44,Loyalty Reward,900.0,971.1,1.08,NOT SELECTED
602,C10474,0.00653,Low,0.00546,LOW RESPONSE,1976.68,Loyalty Reward,900.0,971.1,1.08,NOT SELECTED
603,C09750,0.01452,Low,0.0059,LOW RESPONSE,1827.56,Loyalty Reward,900.0,970.2,1.08,NOT SELECTED
604,C08683,0.01053,Low,0.00685,LOW RESPONSE,1571.84,Loyalty Reward,900.0,969.3,1.08,NOT SELECTED
605,C11453,0.03961,Low,0.00673,PERSUADABLE,1596.09,Loyalty Reward,900.0,966.6,1.07,NOT SELECTED
606,C07167,0.00805,Low,0.00777,LOW RESPONSE,1381.57,Loyalty Reward,900.0,965.7,1.07,NOT SELECTED
607,C11016,0.01196,Low,0.00531,LOW RESPONSE,2014.08,Loyalty Reward,900.0,962.1,1.07,NOT SELECTED
608,C03349,0.00347,Low,0.00668,LOW RESPONSE,1598.61,Loyalty Reward,900.0,961.2,1.07,NOT SELECTED
609,C04505,0.00341,Low,0.00661,LOW RESPONSE,1616.15,Loyalty Reward,900.0,961.2,1.07,NOT SELECTED
610,C01660,0.00823,Low,0.00562,LOW RESPONSE,1898.18,Loyalty Reward,900.0,960.3,1.07,NOT SELECTED
611,C10738,0.02764,Low,0.00536,LOW RESPONSE,1987.19,Loyalty Reward,900.0,958.5,1.06,NOT SELECTED
612,C09567,0.00134,Low,0.01138,LOW RESPONSE,935.22,Loyalty Reward,900.0,957.6,1.06,NOT SELECTED
613,C08740,0.03153,Low,0.00544,LOW RESPONSE,1952.9,Loyalty Reward,900.0,955.8,1.06,NOT SELECTED
614,C05490,0.00986,Low,0.00727,LOW RESPONSE,1459.71,Loyalty Reward,900.0,954.9,1.06,NOT SELECTED
615,C11574,0.00546,Low,0.00625,LOW RESPONSE,1697.64,Loyalty Reward,900.0,954.9,1.06,NOT SELECTED
616,C03223,0.00405,Low,0.00668,LOW RESPONSE,1586.44,Loyalty Reward,900.0,954.0,1.06,NOT SELECTED
617,C11612,0.01824,Low,0.00552,LOW RESPONSE,1919.5,Loyalty Reward,900.0,954.0,1.06,NOT SELECTED
618,C10323,0.05032,Low,0.00651,PERSUADABLE,1626.94,Loyalty Reward,900.0,953.1,1.06,NOT SELECTED
619,C02613,0.00799,Low,0.00596,LOW RESPONSE,1774.38,Loyalty Reward,900.0,952.2,1.06,NOT SELECTED
620,C11349,0.02619,Low,0.00522,LOW RESPONSE,2025.56,Loyalty Reward,900.0,951.3,1.06,NOT SELECTED
621,C01463,0.01248,Low,0.00904,LOW RESPONSE,1165.79,Loyalty Reward,900.0,948.6,1.05,NOT SELECTED
622,C03192,0.00907,Low,0.00521,LOW RESPONSE,2018.39,Loyalty Reward,900.0,946.8,1.05,NOT SELECTED
623,C01021,0.00594,Low,0.00973,LOW RESPONSE,1080.21,Loyalty Reward,900.0,945.9,1.05,NOT SELECTED
624,C08970,0.0118,Low,0.0058,LOW RESPONSE,1812.15,Loyalty Reward,900.0,945.9,1.05,NOT SELECTED
625,C04895,0.00262,Low,0.00556,LOW RESPONSE,1889.1,Loyalty Reward,900.0,945.0,1.05,NOT SELECTED
626,C09584,0.01461,Low,0.00903,LOW RESPONSE,1163.08,Loyalty Reward,900.0,945.0,1.05,NOT SELECTED
627,C09947,0.00547,Low,0.0071,LOW RESPONSE,1472.26,Loyalty Reward,900.0,940.5,1.04,NOT SELECTED
628,C09508,0.02181,Low,0.00802,LOW RESPONSE,1302.17,Loyalty Reward,900.0,939.6,1.04,NOT SELECTED
629,C01947,0.08023,Low,0.01223,HIGHLY PERSUADABLE,852.88,Loyalty Reward,900.0,938.7,1.04,NOT SELECTED
630,C01662,0.02433,Low,0.00986,LOW RESPONSE,1056.35,Loyalty Reward,900.0,937.8,1.04,NOT SELECTED
631,C01907,0.0051,Low,0.00653,LOW RESPONSE,1591.84,Loyalty Reward,900.0,935.1,1.04,NOT SELECTED
632,C03182,0.00486,Low,0.00514,LOW RESPONSE,2022.12,Loyalty Reward,900.0,935.1,1.04,NOT SELECTED
633,C10575,0.00307,Low,0.00501,PERSUADABLE,2073.09,Loyalty Reward,900.0,935.1,1.04,NOT SELECTED
634,C01789,0.01049,Low,0.0063,LOW RESPONSE,1647.01,Loyalty Reward,900.0,934.2,1.04,NOT SELECTED
635,C01780,0.00896,Low,0.00646,LOW RESPONSE,1605.52,Loyalty Reward,900.0,933.3,1.04,NOT SELECTED
636,C04615,0.00844,Low,0.00613,LOW RESPONSE,1689.87,Loyalty Reward,900.0,932.4,1.04,NOT SELECTED
637,C03025,0.01071,Low,0.00651,LOW RESPONSE,1587.95,Loyalty Reward,900.0,930.6,1.03,NOT SELECTED
638,C03331,0.012,Low,0.00504,LOW RESPONSE,2052.52,Loyalty Reward,900.0,930.6,1.03,NOT SELECTED
639,C10476,0.0927,Low,0.00623,PERSUADABLE,1657.87,Loyalty Reward,900.0,929.7,1.03,NOT SELECTED
640,C01894,0.00895,Low,0.00526,LOW RESPONSE,1962.03,Loyalty Reward,900.0,928.8,1.03,NOT SELECTED
641,C00939,0.0053,Low,0.00608,LOW RESPONSE,1696.51,Loyalty Reward,900.0,927.9,1.03,NOT SELECTED
