customer_id,customer_value_eur,customer_value_segment
C06247,837.83,Low Value
C06248,760.55,Low Value
C06249,1372.86,High Value
C06250,1196.63,Medium Value
C06251,349.75,Low Value
C06252,1083.11,Medium Value
C06253,1072.64,Medium Value
C06254,797.59,Low Value
C06255,979.53,Low Value
C06256,987.17,Low Value
C06257,935.55,Low Value
C06258,1082.08,Medium Value
C06259,909.95,Low Value
C06260,1255.19,Medium Value
C06261,1598.5,High Value
C06262,768.12,Low Value
C06263,742.95,Low Value
C06264,1053.0,Medium Value
C06265,959.3,Low Value
C06266,1070.58,Medium Value
C06267,1263.73,Medium Value
C06268,1004.94,Low Value
C06269,917.57,Low Value
C06270,1166.64,Medium Value
C06271,812.53,Low Value
C06272,1008.22,Low Value
C06273,878.07,Low Value
C06274,811.37,Low Value
C06275,704.35,Low Value
C06276,1237.47,Medium Value
C06277,779.16,Low Value
C06278,1339.33,Medium Value
C06279,1539.09,High Value
C06280,1334.86,Medium Value
C06281,1348.22,Medium Value
C06282,744.39,Low Value
C06283,678.48,Low Value
C06284,1130.0,Medium Value
C06285,1098.79,Medium Value
C06286,885.44,Low Value
C06287,1641.69,High Value
C06288,1543.51,High Value
C06289,1196.18,Medium Value
C06290,769.37,Low Value
C06291,826.93,Low Value
C06292,1636.36,High Value
C06293,1076.76,Medium Value
C06294,959.12,Low Value
C06295,1068.1,Medium Value
C06296,1033.63,Low Value
C06297,1138.71,Medium Value
C06298,792.2,Low Value
C06299,827.21,Low Value
C06300,1326.55,Medium Value
C06301,1224.27,Medium Value
C06302,1145.88,Medium Value
C06303,1108.89,Medium Value
C06304,1096.25,Medium Value
C06305,865.7,Low Value
C06306,1255.62,Medium Value
C06307,1050.81,Medium Value
C06308,980.64,Low Value
C06309,1437.48,High Value
C06310,999.38,Low Value
C06311,1123.41,Medium Value
C06312,770.88,Low Value
C06313,1448.39,High Value
C06314,1353.78,Medium Value
C06315,794.78,Low Value
C06316,1151.63,Medium Value
C06317,1283.1,Medium Value
C06318,1055.72,Medium Value
C06319,674.08,Low Value
C06320,1089.15,Medium Value
C06321,879.46,Low Value
C06322,854.98,Low Value
C06323,1135.5,Medium Value
C06324,1351.7,Medium Value
C06325,1704.2,Very High Value
C06326,1433.22,High Value
C06327,997.52,Low Value
C06328,874.84,Low Value
C06329,1705.32,Very High Value
C06330,868.42,Low Value
C06331,883.21,Low Value
C06332,802.51,Low Value
C06333,895.39,Low Value
C06334,878.3,Low Value
C06335,1132.04,Medium Value
C06336,1398.4,High Value
C06337,1020.65,Low Value
C06338,1050.3,Medium Value
C06339,929.06,Low Value
C06340,1333.68,Medium Value
C06341,1419.07,High Value
C06342,511.38,Low Value
C06343,880.4,Low Value
C06344,925.99,Low Value
C06345,1134.18,Medium Value
C06346,1216.22,Medium Value
C06347,1151.9,Medium Value
C06348,1088.93,Medium Value
C06349,969.1,Low Value
C06350,1001.36,Low Value
C06351,1070.51,Medium Value
C06352,1299.98,Medium Value
C06353,778.42,Low Value
C06354,1212.74,Medium Value
C06355,1409.93,High Value
C06356,1663.72,High Value
C06357,673.12,Low Value
C06358,960.91,Low Value
C06359,1363.48,High Value
C06360,1138.65,Medium Value
C06361,899.66,Low Value
C06362,1559.05,High Value
C06363,996.36,Low Value
C06364,969.49,Low Value
C06365,1169.04,Medium Value
C06366,758.32,Low Value
C06367,1662.81,High Value
C06368,945.07,Low Value
C06369,717.69,Low Value
C06370,1025.13,Low Value
C06371,909.36,Low Value
C06372,1420.81,High Value
C06373,893.78,Low Value
C06374,913.64,Low Value
C06375,1293.39,Medium Value
C06376,1137.25,Medium Value
C06377,727.69,Low Value
C06378,854.55,Low Value
C06379,1018.53,Low Value
C06380,1056.09,Medium Value
C06381,1112.84,Medium Value
C06382,1759.66,Very High Value
C06383,1481.9,High Value
C06384,1159.32,Medium Value
C06385,1451.07,High Value
C06386,1028.99,Low Value
C06387,1007.69,Low Value
C06388,1416.74,High Value
C06389,1008.6,Low Value
C06390,824.15,Low Value
C06391,1162.23,Medium Value
C06392,878.74,Low Value
C06393,958.43,Low Value
C06394,715.43,Low Value
C06395,1442.32,High Value
C06396,1612.14,High Value
C06397,1132.96,Medium Value
C06398,615.76,Low Value
C06399,885.92,Low Value
C06400,1046.69,Medium Value
C06401,1398.02,High Value
C06402,1441.21,High Value
C06403,875.53,Low Value
C06404,895.36,Low Value
C06405,922.19,Low Value
C06406,1505.12,High Value
C06407,844.26,Low Value
C06408,1700.93,Very High Value
C06409,749.96,Low Value
C06410,1583.94,High Value
C06411,834.78,Low Value
C06412,1037.85,Medium Value
C06413,1204.23,Medium Value
C06414,993.53,Low Value
C06415,1253.57,Medium Value
C06416,832.3,Low Value
C06417,1740.59,Very High Value
C06418,1090.66,Medium Value
C06419,868.9,Low Value
C06420,995.6,Low Value
C06421,836.67,Low Value
C06422,970.13,Low Value
C06423,1056.77,Medium Value
C06424,1165.17,Medium Value
C06425,741.36,Low Value
C06426,968.93,Low Value
C06427,866.56,Low Value
C06428,805.62,Low Value
C06429,1253.65,Medium Value
C06430,1292.28,Medium Value
C06431,872.37,Low Value
C06432,1394.37,High Value
C06433,1090.72,Medium Value
C06434,1032.85,Low Value
C06435,962.7,Low Value
C06436,846.94,Low Value
C06437,940.64,Low Value
C06438,1079.47,Medium Value
C06439,795.57,Low Value
C06440,1245.84,Medium Value
C06441,1095.71,Medium Value
C06442,1111.95,Medium Value
C06443,750.17,Low Value
C06444,1490.09,High Value
C06445,1322.1,Medium Value
C06446,1073.65,Medium Value
C06447,980.84,Low Value
C06448,1164.5,Medium Value
C06449,1179.66,Medium Value
C06450,1430.28,High Value
C06451,1474.06,High Value
C06452,765.02,Low Value
C06453,868.42,Low Value
C06454,944.06,Low Value
C06455,769.08,Low Value
C06456,950.27,Low Value
C06457,1205.0,Medium Value
C06458,954.14,Low Value
C06459,1244.91,Medium Value
C06460,988.87,Low Value
C06461,1176.04,Medium Value
C06462,1299.64,Medium Value
C06463,1468.21,High Value
C06464,1302.18,Medium Value
C06465,1063.72,Medium Value
C06466,1331.3,Medium Value
C06467,1225.26,Medium Value
C06468,1702.75,Very High Value
C06469,1737.94,Very High Value
C06470,1234.23,Medium Value
C06471,796.94,Low Value
C06472,854.64,Low Value
C06473,987.48,Low Value
C06474,1264.87,Medium Value
C06475,1287.84,Medium Value
C06476,1455.13,High Value
C06477,1142.88,Medium Value
C06478,987.75,Low Value
C06479,1164.44,Medium Value
C06480,1458.13,High Value
C06481,785.85,Low Value
C06482,1619.11,High Value
C06483,1734.1,Very High Value
C06484,1329.83,Medium Value
C06485,800.14,Low Value
C06486,1088.89,Medium Value
C06487,978.03,Low Value
C06488,839.49,Low Value
C06489,1403.45,High Value
C06490,1036.42,Low Value
C06491,980.18,Low Value
C06492,1006.1,Low Value
C06493,991.77,Low Value
C06494,892.67,Low Value
C06495,1230.33,Medium Value
C06496,1073.79,Medium Value
C06497,760.01,Low Value
C06498,865.79,Low Value
C06499,1226.13,Medium Value
C06500,880.25,Low Value
C06501,1775.89,Very High Value
C06502,1897.07,Very High Value
C06503,777.04,Low Value
C06504,1707.31,Very High Value
C06505,778.47,Low Value
C06506,1599.75,High Value
C06507,961.4,Low Value
C06508,1372.48,High Value
C06509,1079.19,Medium Value
C06510,825.58,Low Value
C06511,862.18,Low Value
C06512,1167.04,Medium Value
C06513,1620.34,High Value
C06514,1271.83,Medium Value
C06515,1052.32,Medium Value
C06516,821.93,Low Value
C06517,890.55,Low Value
C06518,860.78,Low Value
C06519,746.18,Low Value
C06520,1184.41,Medium Value
C06521,1069.6,Medium Value
C06522,1409.37,High Value
C06523,814.52,Low Value
C06524,1589.74,High Value
C06525,1051.27,Medium Value
C06526,1598.48,High Value
C06527,841.53,Low Value
C06528,786.69,Low Value
C06529,920.34,Low Value
C06530,854.35,Low Value
C06531,731.83,Low Value
C06532,1156.45,Medium Value
C06533,1514.13,High Value
C06534,1015.76,Low Value
C06535,1620.61,High Value
C06536,846.87,Low Value
C06537,818.0,Low Value
C06538,839.57,Low Value
C06539,856.55,Low Value
C06540,919.59,Low Value
C06541,953.79,Low Value
C06542,827.73,Low Value
C06543,1433.82,High Value
C06544,1342.69,Medium Value
C06545,1105.14,Medium Value
C06546,730.25,Low Value
C06547,848.33,Low Value
C06548,921.58,Low Value
C06549,924.03,Low Value
C06550,1271.63,Medium Value
C06551,766.19,Low Value
C06552,1763.22,Very High Value
C06553,1191.16,Medium Value
C06554,1083.2,Medium Value
C06555,1738.87,Very High Value
C06556,1210.46,Medium Value
C06557,908.86,Low Value
C06558,962.15,Low Value
C06559,771.66,Low Value
C06560,1489.56,High Value
C06561,784.79,Low Value
C06562,1379.73,High Value
C06563,1524.19,High Value
C06564,1017.46,Low Value
C06565,1015.58,Low Value
C06566,946.71,Low Value
C06567,1022.08,Low Value
C06568,1176.4,Medium Value
C06569,764.88,Low Value
C06570,871.6,Low Value
C06571,1359.5,High Value
C06572,370.92,Low Value
C06573,1100.09,Medium Value
C06574,790.17,Low Value
C06575,1716.66,Very High Value
C06576,745.41,Low Value
C06577,1347.47,Medium Value
C06578,1421.04,High Value
C06579,899.73,Low Value
C06580,1055.08,Medium Value
C06581,1594.06,High Value
C06582,1316.01,Medium Value
C06583,1613.98,High Value
C06584,777.47,Low Value
C06585,758.91,Low Value
C06586,1488.56,High Value
C06587,1556.89,High Value
C06588,1146.1,Medium Value
C06589,962.09,Low Value
C06590,1315.23,Medium Value
C06591,1122.92,Medium Value
C06592,1083.81,Medium Value
C06593,864.33,Low Value
C06594,669.38,Low Value
C06595,862.85,Low Value
C06596,907.31,Low Value
C06597,1445.68,High Value
C06598,1124.45,Medium Value
C06599,1042.68,Medium Value
C06600,1338.35,Medium Value
C06601,762.11,Low Value
C06602,1263.32,Medium Value
C06603,765.08,Low Value
C06604,857.09,Low Value
C06605,1687.8,High Value
C06606,1409.78,High Value
C06607,1458.24,High Value
C06608,757.85,Low Value
C06609,936.14,Low Value
C06610,1987.5,Very High Value
C06611,757.99,Low Value
C06612,811.75,Low Value
C06613,1110.28,Medium Value
C06614,906.98,Low Value
C06615,943.17,Low Value
C06616,1647.64,High Value
C06617,821.79,Low Value
C06618,945.07,Low Value
C06619,1016.26,Low Value
C06620,1107.09,Medium Value
C06621,1164.11,Medium Value
C06622,985.29,Low Value
C06623,1187.79,Medium Value
C06624,842.15,Low Value
C06625,831.58,Low Value
C06626,1265.27,Medium Value
C06627,1154.31,Medium Value
C06628,1284.77,Medium Value
C06629,1574.9,High Value
C06630,918.58,Low Value
C06631,815.77,Low Value
C06632,1762.9,Very High Value
C06633,767.37,Low Value
C06634,1358.21,Medium Value
C06635,1288.94,Medium Value
C06636,1469.59,High Value
C06637,1213.32,Medium Value
C06638,815.9,Low Value
C06639,796.67,Low Value
C06640,1168.69,Medium Value
C06641,1256.97,Medium Value
C06642,1344.97,Medium Value
C06643,1975.21,Very High Value
C06644,828.14,Low Value
C06645,1126.94,Medium Value
C06646,907.35,Low Value
C06647,725.66,Low Value
C06648,945.65,Low Value
C06649,911.18,Low Value
C06650,969.95,Low Value
C06651,1327.54,Medium Value
C06652,1197.29,Medium Value
C06653,497.48,Low Value
C06654,1699.45,Very High Value
C06655,1295.87,Medium Value
C06656,741.62,Low Value
C06657,1259.83,Medium Value
C06658,1438.81,High Value
C06659,1119.35,Medium Value
C06660,798.54,Low Value
C06661,1494.8,High Value
C06662,1205.55,Medium Value
C06663,1370.93,High Value
C06664,900.71,Low Value
C06665,1196.07,Medium Value
C06666,775.88,Low Value
C06667,1399.79,High Value
C06668,1423.43,High Value
C06669,1446.94,High Value
C06670,783.43,Low Value
C06671,1323.02,Medium Value
C06672,763.74,Low Value
C06673,1391.58,High Value
C06674,1883.91,Very High Value
C06675,1403.22,High Value
C06676,877.15,Low Value
C06677,893.62,Low Value
C06678,855.09,Low Value
C06679,1193.27,Medium Value
C06680,1313.49,Medium Value
C06681,1662.62,High Value
C06682,1553.93,High Value
C06683,849.93,Low Value
C06684,1284.19,Medium Value
C06685,1148.48,Medium Value
C06686,818.52,Low Value
C06687,941.3,Low Value
C06688,781.5,Low Value
C06689,1176.55,Medium Value
C06690,1453.87,High Value
C06691,1057.97,Medium Value
C06692,894.85,Low Value
C06693,1066.79,Medium Value
C06694,935.26,Low Value
C06695,1173.03,Medium Value
C06696,1546.01,High Value
C06697,1295.71,Medium Value
C06698,788.48,Low Value
C06699,989.36,Low Value
C06700,1275.36,Medium Value
C06701,744.5,Low Value
C06702,1056.5,Medium Value
C06703,825.42,Low Value
C06704,844.03,Low Value
C06705,1266.58,Medium Value
C06706,968.91,Low Value
C06707,712.37,Low Value
C06708,1431.48,High Value
C06709,883.82,Low Value
C06710,816.12,Low Value
C06711,926.98,Low Value
C06712,1417.51,High Value
C06713,848.71,Low Value
C06714,1084.55,Medium Value
C06715,800.06,Low Value
C06716,787.76,Low Value
C06717,1628.14,High Value
C06718,1153.71,Medium Value
C06719,936.98,Low Value
C06720,1186.67,Medium Value
C06721,757.7,Low Value
C06722,726.22,Low Value
C06723,1572.2,High Value
C06724,1248.41,Medium Value
C06725,843.62,Low Value
C06726,879.59,Low Value
C06727,1347.37,Medium Value
C06728,1052.38,Medium Value
C06729,1252.33,Medium Value
C06730,768.15,Low Value
C06731,988.7,Low Value
C06732,1043.21,Medium Value
C06733,857.9,Low Value
C06734,1410.43,High Value
C06735,1228.98,Medium Value
C06736,1374.76,High Value
C06737,840.53,Low Value
C06738,1422.99,High Value
C06739,1347.58,Medium Value
C06740,932.3,Low Value
C06741,914.7,Low Value
C06742,1414.32,High Value
C06743,1515.38,High Value
C06744,790.55,Low Value
C06745,1401.05,High Value
C06746,808.01,Low Value
C06747,1246.93,Medium Value
C06748,603.72,Low Value
C06749,872.21,Low Value
C06750,923.85,Low Value
C06751,1666.78,High Value
C06752,1624.11,High Value
C06753,1499.25,High Value
C06754,1596.77,High Value
C06755,1138.69,Medium Value
C06756,900.48,Low Value
C06757,1263.01,Medium Value
C06758,1608.52,High Value
C06759,1529.64,High Value
C06760,1004.17,Low Value
C06761,1427.19,High Value
C06762,1101.74,Medium Value
C06763,807.97,Low Value
C06764,890.28,Low Value
C06765,1331.22,Medium Value
C06766,1264.19,Medium Value
C06767,879.86,Low Value
C06768,971.15,Low Value
C06769,1386.4,High Value
C06770,1240.33,Medium Value
C06771,1283.77,Medium Value
C06772,934.74,Low Value
C06773,502.78,Low Value
C06774,1047.25,Medium Value
C06775,848.36,Low Value
C06776,1290.09,Medium Value
C06777,799.57,Low Value
C06778,1278.81,Medium Value
C06779,1224.35,Medium Value
C06780,1042.93,Medium Value
C06781,894.28,Low Value
C06782,1268.08,Medium Value
C06783,786.05,Low Value
C06784,1294.0,Medium Value
C06785,1261.48,Medium Value
C06786,845.92,Low Value
C06787,1392.91,High Value
C06788,1490.93,High Value
C06789,1513.65,High Value
C06790,1451.85,High Value
C06791,1571.48,High Value
C06792,1154.01,Medium Value
C06793,889.05,Low Value
C06794,1178.63,Medium Value
C06795,858.34,Low Value
C06796,1200.39,Medium Value
C06797,936.22,Low Value
C06798,1448.74,High Value
C06799,824.84,Low Value
C06800,1136.27,Medium Value
C06801,1507.94,High Value
C06802,1454.59,High Value
C06803,1005.15,Low Value
C06804,1693.9,Very High Value
C06805,1037.74,Medium Value
C06806,960.09,Low Value
C06807,1017.19,Low Value
C06808,1107.05,Medium Value
C06809,1248.31,Medium Value
C06810,1457.26,High Value
C06811,688.2,Low Value
C06812,1331.09,Medium Value
C06813,790.56,Low Value
C06814,725.77,Low Value
C06815,745.38,Low Value
C06816,1042.34,Medium Value
C06817,1296.61,Medium Value
C06818,921.56,Low Value
C06819,795.94,Low Value
C06820,1370.92,High Value
C06821,750.33,Low Value
C06822,791.89,Low Value
C06823,1301.59,Medium Value
C06824,850.07,Low Value
C06825,1826.29,Very High Value
C06826,1087.1,Medium Value
C06827,1644.79,High Value
C06828,1450.58,High Value
C06829,1245.56,Medium Value
C06830,1231.13,Medium Value
C06831,709.74,Low Value
C06832,868.77,Low Value
C06833,1042.14,Medium Value
C06834,1364.98,High Value
C06835,701.83,Low Value
C06836,1203.8,Medium Value
C06837,1544.48,High Value
C06838,782.26,Low Value
C06839,1150.66,Medium Value
C06840,1105.79,Medium Value
C06841,1392.74,High Value
C06842,784.71,Low Value
C06843,1339.29,Medium Value
C06844,983.74,Low Value
C06845,1194.59,Medium Value
C06846,1468.35,High Value
C06847,1050.67,Medium Value
C06848,824.7,Low Value
C06849,1229.6,Medium Value
C06850,1660.54,High Value
C06851,1464.03,High Value
C06852,784.54,Low Value
C06853,726.96,Low Value
C06854,778.93,Low Value
C06855,903.05,Low Value
C06856,1421.2,High Value
C06857,1737.9,Very High Value
C06858,1282.43,Medium Value
C06859,728.37,Low Value
C06860,910.95,Low Value
C06861,1121.22,Medium Value
C06862,1045.07,Medium Value
C06863,1634.2,High Value
C06864,1238.8,Medium Value
C06865,1134.89,Medium Value
C06866,1513.46,High Value
C06867,1062.1,Medium Value
C06868,1147.88,Medium Value
C06869,1511.89,High Value
C06870,1330.48,Medium Value
C06871,1218.19,Medium Value
C06872,913.42,Low Value
C06873,1110.82,Medium Value
C06874,1323.09,Medium Value
C06875,860.54,Low Value
C06876,832.52,Low Value
C06877,1008.79,Low Value
C06878,1003.09,Low Value
C06879,883.23,Low Value
C06880,832.68,Low Value
C06881,888.09,Low Value
C06882,956.06,Low Value
C06883,1600.17,High Value
C06884,765.36,Low Value
C06885,1888.15,Very High Value
C06886,543.49,Low Value
C06887,978.56,Low Value
C06888,656.15,Low Value
C06889,1255.66,Medium Value
C06890,867.25,Low Value
C06891,606.48,Low Value
C06892,865.98,Low Value
C06893,1006.21,Low Value
C06894,740.03,Low Value
C06895,807.03,Low Value
C06896,1362.78,High Value
C06897,1649.77,High Value
C06898,787.34,Low Value
C06899,1258.7,Medium Value
C06900,1007.96,Low Value
C06901,760.68,Low Value
C06902,1462.07,High Value
C06903,1002.57,Low Value
C06904,962.12,Low Value
C06905,1215.08,Medium Value
C06906,1548.31,High Value
C06907,1213.21,Medium Value
C06908,770.69,Low Value
C06909,1609.38,High Value
C06910,804.92,Low Value
C06911,1179.53,Medium Value
C06912,1004.98,Low Value
C06913,970.59,Low Value
C06914,1100.5,Medium Value
C06915,1254.96,Medium Value
C06916,1258.12,Medium Value
C06917,860.03,Low Value
C06918,1239.86,Medium Value
C06919,1327.58,Medium Value
C06920,936.4,Low Value
C06921,1222.55,Medium Value
C06922,1374.11,High Value
C06923,975.91,Low Value
C06924,1050.07,Medium Value
C06925,795.09,Low Value
C06926,1068.4,Medium Value
C06927,1173.36,Medium Value
C06928,1265.11,Medium Value
C06929,1355.04,Medium Value
C06930,1029.56,Low Value
C06931,1109.85,Medium Value
C06932,1160.75,Medium Value
C06933,1450.57,High Value
C06934,718.51,Low Value
C06935,1312.21,Medium Value
C06936,810.71,Low Value
C06937,1209.63,Medium Value
C06938,922.11,Low Value
C06939,1110.0,Medium Value
C06940,1415.47,High Value
C06941,1194.85,Medium Value
C06942,1867.79,Very High Value
C06943,1244.94,Medium Value
C06944,998.75,Low Value
C06945,1091.01,Medium Value
C06946,1001.63,Low Value
C06947,1097.54,Medium Value
C06948,1249.94,Medium Value
C06949,1228.06,Medium Value
C06950,1031.35,Low Value
C06951,875.15,Low Value
C06952,1190.56,Medium Value
C06953,1118.15,Medium Value
C06954,1098.1,Medium Value
C06955,958.34,Low Value
C06956,825.62,Low Value
C06957,1228.51,Medium Value
C06958,1195.01,Medium Value
C06959,1085.67,Medium Value
C06960,736.39,Low Value
C06961,1186.68,Medium Value
C06962,1602.53,High Value
C06963,1074.98,Medium Value
C06964,1140.1,Medium Value
C06965,1688.01,High Value
C06966,1120.18,Medium Value
C06967,1136.29,Medium Value
C06968,943.95,Low Value
C06969,1028.38,Low Value
C06970,758.83,Low Value
C06971,951.53,Low Value
C06972,807.48,Low Value
C06973,1464.63,High Value
C06974,797.76,Low Value
C06975,781.65,Low Value
C06976,841.07,Low Value
C06977,786.88,Low Value
C06978,1073.7,Medium Value
C06979,900.01,Low Value
C06980,942.38,Low Value
C06981,1885.81,Very High Value
C06982,1247.95,Medium Value
C06983,737.02,Low Value
C06984,1088.27,Medium Value
C06985,1808.85,Very High Value
C06986,1033.03,Low Value
C06987,1041.45,Medium Value
C06988,1716.36,Very High Value
C06989,1084.32,Medium Value
C06990,781.99,Low Value
C06991,952.49,Low Value
C06992,737.71,Low Value
C06993,1283.14,Medium Value
C06994,1311.6,Medium Value
C06995,1028.92,Low Value
C06996,935.98,Low Value
C06997,1472.62,High Value
C06998,953.62,Low Value
C06999,688.54,Low Value
C07000,1003.08,Low Value
C07001,689.15,Low Value
C07002,776.9,Low Value
C07003,982.24,Low Value
C07004,658.09,Low Value
C07005,966.4,Low Value
C07006,795.6,Low Value
C07007,817.88,Low Value
C07008,919.46,Low Value
C07009,1332.05,Medium Value
C07010,918.35,Low Value
C07011,524.54,Low Value
C07012,1558.82,High Value
C07013,1579.68,High Value
C07014,883.36,Low Value
C07015,747.02,Low Value
C07016,1811.71,Very High Value
C07017,1406.33,High Value
C07018,827.01,Low Value
C07019,747.17,Low Value
C07020,1087.46,Medium Value
C07021,1446.38,High Value
C07022,772.29,Low Value
C07023,932.7,Low Value
C07024,1221.95,Medium Value
C07025,922.5,Low Value
C07026,953.05,Low Value
C07027,1243.57,Medium Value
C07028,1596.04,High Value
C07029,820.83,Low Value
C07030,1627.75,High Value
C07031,1237.35,Medium Value
C07032,951.95,Low Value
C07033,1548.58,High Value
C07034,1235.51,Medium Value
C07035,1071.04,Medium Value
C07036,980.3,Low Value
C07037,1402.54,High Value
C07038,1342.94,Medium Value
C07039,1226.47,Medium Value
C07040,1392.19,High Value
C07041,784.74,Low Value
C07042,1197.46,Medium Value
C07043,831.69,Low Value
C07044,888.6,Low Value
C07045,935.15,Low Value
C07046,946.32,Low Value
C07047,957.59,Low Value
C07048,1259.36,Medium Value
C07049,791.42,Low Value
C07050,1122.14,Medium Value
C07051,916.86,Low Value
C07052,430.24,Low Value
C07053,1093.39,Medium Value
C07054,965.43,Low Value
C07055,802.93,Low Value
C07056,1119.26,Medium Value
C07057,1175.99,Medium Value
C07058,883.36,Low Value
C07059,952.06,Low Value
C07060,1215.11,Medium Value
C07061,1590.54,High Value
C07062,1004.76,Low Value
C07063,1375.08,High Value
C07064,1251.48,Medium Value
C07065,1027.82,Low Value
C07066,882.81,Low Value
C07067,1129.79,Medium Value
C07068,1012.16,Low Value
C07069,1656.53,High Value
C07070,1749.74,Very High Value
C07071,898.93,Low Value
C07072,1073.78,Medium Value
C07073,770.96,Low Value
C07074,1097.5,Medium Value
C07075,836.2,Low Value
C07076,1377.35,High Value
C07077,763.22,Low Value
C07078,1005.4,Low Value
C07079,1251.04,Medium Value
C07080,855.23,Low Value
C07081,889.37,Low Value
C07082,990.29,Low Value
C07083,885.12,Low Value
C07084,917.43,Low Value
C07085,1367.76,High Value
C07086,1227.3,Medium Value
C07087,1657.06,High Value
C07088,1415.32,High Value
C07089,986.12,Low Value
C07090,937.4,Low Value
C07091,1411.61,High Value
C07092,932.02,Low Value
C07093,1480.86,High Value
C07094,1301.86,Medium Value
C07095,1244.01,Medium Value
C07096,1267.54,Medium Value
C07097,864.77,Low Value
C07098,919.22,Low Value
C07099,881.91,Low Value
C07100,1162.41,Medium Value
C07101,1192.41,Medium Value
C07102,994.65,Low Value
C07103,1207.37,Medium Value
C07104,1340.62,Medium Value
C07105,1120.61,Medium Value
C07106,1180.32,Medium Value
C07107,750.73,Low Value
C07108,1052.47,Medium Value
C07109,1763.12,Very High Value
C07110,845.67,Low Value
C07111,760.15,Low Value
C07112,960.85,Low Value
C07113,856.92,Low Value
C07114,367.84,Low Value
C07115,1275.22,Medium Value
C07116,1043.41,Medium Value
C07117,1670.54,High Value
C07118,1237.11,Medium Value
C07119,1652.64,High Value
C07120,762.29,Low Value
C07121,1276.51,Medium Value
C07122,1210.54,Medium Value
C07123,2002.86,Very High Value
C07124,1047.26,Medium Value
C07125,1115.6,Medium Value
C07126,864.78,Low Value
C07127,885.67,Low Value
C07128,901.39,Low Value
C07129,1444.39,High Value
C07130,1201.93,Medium Value
C07131,936.69,Low Value
C07132,1050.29,Medium Value
C07133,1941.01,Very High Value
C07134,1266.69,Medium Value
C07135,1774.85,Very High Value
C07136,1039.82,Medium Value
C07137,988.4,Low Value
C07138,730.12,Low Value
C07139,1318.56,Medium Value
C07140,948.17,Low Value
C07141,910.41,Low Value
C07142,1052.01,Medium Value
C07143,1131.74,Medium Value
C07144,1454.58,High Value
C07145,1437.96,High Value
C07146,1376.22,High Value
C07147,1136.02,Medium Value
C07148,1257.55,Medium Value
C07149,1143.84,Medium Value
C07150,777.25,Low Value
C07151,1065.8,Medium Value
C07152,881.7,Low Value
C07153,1522.36,High Value
C07154,1335.9,Medium Value
C07155,1077.44,Medium Value
C07156,836.71,Low Value
C07157,1451.52,High Value
C07158,1163.77,Medium Value
C07159,1472.56,High Value
C07160,1447.99,High Value
C07161,1133.07,Medium Value
C07162,1535.28,High Value
C07163,1390.65,High Value
C07164,855.49,Low Value
C07165,1160.94,Medium Value
C07166,1076.32,Medium Value
C07167,1381.57,High Value
C07168,827.33,Low Value
C07169,998.63,Low Value
C07170,1466.29,High Value
C07171,1511.34,High Value
C07172,1962.87,Very High Value
C07173,918.98,Low Value
C07174,1238.19,Medium Value
C07175,1216.85,Medium Value
C07176,828.08,Low Value
C07177,995.84,Low Value
C07178,1398.3,High Value
C07179,768.09,Low Value
C07180,1213.62,Medium Value
C07181,1549.35,High Value
C07182,1651.68,High Value
C07183,1225.56,Medium Value
C07184,853.15,Low Value
C07185,1286.47,Medium Value
C07186,875.19,Low Value
C07187,821.2,Low Value
C07188,1556.67,High Value
C07189,1706.57,Very High Value
C07190,914.85,Low Value
C07191,949.05,Low Value
C07192,1081.15,Medium Value
C07193,1085.48,Medium Value
C07194,1043.48,Medium Value
C07195,880.4,Low Value
C07196,1038.41,Medium Value
C07197,1116.65,Medium Value
C07198,742.39,Low Value
C07199,1544.3,High Value
C07200,815.84,Low Value
C07201,1991.63,Very High Value
C07202,809.89,Low Value
C07203,1380.39,High Value
C07204,1475.8,High Value
C07205,988.12,Low Value
C07206,1063.5,Medium Value
C07207,1037.13,Medium Value
C07208,1645.02,High Value
C07209,1274.84,Medium Value
C07210,1016.75,Low Value
C07211,1243.32,Medium Value
C07212,1213.1,Medium Value
C07213,744.25,Low Value
C07214,1356.91,Medium Value
C07215,966.43,Low Value
C07216,1129.13,Medium Value
C07217,1791.29,Very High Value
C07218,1152.3,Medium Value
C07219,823.41,Low Value
C07220,725.6,Low Value
C07221,907.32,Low Value
C07222,1338.08,Medium Value
C07223,750.18,Low Value
C07224,1027.02,Low Value
C07225,1543.02,High Value
C07226,1574.78,High Value
C07227,876.56,Low Value
C07228,1954.72,Very High Value
C07229,890.51,Low Value
C07230,1150.1,Medium Value
C07231,856.89,Low Value
C07232,997.63,Low Value
C07233,902.42,Low Value
C07234,843.79,Low Value
C07235,810.59,Low Value
C07236,1051.17,Medium Value
C07237,1103.35,Medium Value
C07238,1274.04,Medium Value
C07239,1754.05,Very High Value
C07240,1554.94,High Value
C07241,1453.86,High Value
C07242,1277.2,Medium Value
C07243,885.17,Low Value
C07244,1659.2,High Value
C07245,1902.5,Very High Value
C07246,1080.45,Medium Value
C07247,1633.42,High Value
C07248,1962.31,Very High Value
C07249,1789.11,Very High Value
C07250,780.65,Low Value
C07251,645.71,Low Value
C07252,817.14,Low Value
C07253,741.62,Low Value
C07254,1310.88,Medium Value
C07255,1138.44,Medium Value
C07256,1038.14,Medium Value
C07257,914.3,Low Value
C07258,754.12,Low Value
C07259,813.03,Low Value
