customer_id,churn_probability,risk_level,control_churn_probability,treatment_churn_probability,uplift,persuadability_segment,customer_value_eur,customer_value_segment,recommended_offer,recommended_offer_cost,recommended_expected_value,recommended_roi,recommendation_reason
C05389,0.12565,Low,0.00985,0.04466,-0.0348,NEGATIVE RESPONSE,1518.38,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05390,0.05813,Low,0.01035,0.03296,-0.02261,NEGATIVE RESPONSE,1933.73,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05391,0.00605,Low,0.00415,0.0056,-0.00145,NEGATIVE RESPONSE,1577.58,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05392,0.01259,Low,0.00918,0.01121,-0.00202,NEGATIVE RESPONSE,1583.65,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05393,0.00456,Low,0.0066,0.01031,-0.00371,NEGATIVE RESPONSE,1383.57,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05394,0.0055,Low,0.00541,0.00693,-0.00152,NEGATIVE RESPONSE,985.66,Low Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05395,0.09174,Low,0.02153,0.06899,-0.04746,NEGATIVE RESPONSE,1794.38,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05396,0.28157,Low,0.01317,0.12227,-0.1091,NEGATIVE RESPONSE,698.25,Low Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05397,0.12384,Low,0.00532,0.05589,-0.05057,NEGATIVE RESPONSE,1008.46,Low Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05398,0.00871,Low,0.0062,0.01159,-0.00539,NEGATIVE RESPONSE,1301.25,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05399,0.01327,Low,0.00673,0.01033,-0.0036,NEGATIVE RESPONSE,1350.07,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05400,0.00252,Low,0.00613,0.00757,-0.00144,NEGATIVE RESPONSE,1060.59,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05401,0.92278,Critical,0.01042,0.08683,-0.07642,NEGATIVE RESPONSE,364.15,Low Value,No Action,0.0,0.0,0.0,High churn risk but low estimated intervention response
C05402,0.00388,Low,0.00819,0.0074,0.00079,LOW RESPONSE,1607.25,High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C05403,0.00547,Low,0.00865,0.00597,0.00268,LOW RESPONSE,1370.96,High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C05404,0.00532,Low,0.00562,0.01041,-0.00479,NEGATIVE RESPONSE,980.45,Low Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05405,0.01404,Low,0.01178,0.01023,0.00154,LOW RESPONSE,905.05,Low Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C05406,0.23792,Low,0.01103,0.09792,-0.08689,NEGATIVE RESPONSE,1088.11,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05407,0.11305,Low,0.00915,0.05738,-0.04823,NEGATIVE RESPONSE,1142.52,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05408,0.01153,Low,0.0099,0.012,-0.0021,NEGATIVE RESPONSE,883.61,Low Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05409,0.00264,Low,0.00548,0.00856,-0.00309,NEGATIVE RESPONSE,1193.8,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05410,0.00405,Low,0.00848,0.00701,0.00147,LOW RESPONSE,1910.75,Very High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C05411,0.22484,Low,0.01097,0.15036,-0.13939,NEGATIVE RESPONSE,873.13,Low Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05412,0.06554,Low,0.00968,0.014,-0.00432,NEGATIVE RESPONSE,1602.55,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05413,0.97023,Critical,0.03551,0.04733,-0.01182,NEGATIVE RESPONSE,600.03,Low Value,No Action,0.0,0.0,0.0,High churn risk but low estimated intervention response
C05414,0.00586,Low,0.00615,0.01364,-0.00749,NEGATIVE RESPONSE,1096.25,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05415,0.01413,Low,0.00524,0.02998,-0.02474,NEGATIVE RESPONSE,1455.7,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05416,0.00442,Low,0.00525,0.00857,-0.00332,NEGATIVE RESPONSE,1631.74,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05417,0.06514,Low,0.01201,0.08127,-0.06927,NEGATIVE RESPONSE,1782.21,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05418,0.02302,Low,0.0106,0.03142,-0.02082,NEGATIVE RESPONSE,1196.71,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05419,0.08169,Low,0.00718,0.04574,-0.03856,NEGATIVE RESPONSE,882.83,Low Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05420,0.24436,Low,0.00787,0.09064,-0.08277,NEGATIVE RESPONSE,839.89,Low Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05421,0.00616,Low,0.00606,0.01012,-0.00406,NEGATIVE RESPONSE,1482.6,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05422,0.0171,Low,0.00668,0.01173,-0.00505,NEGATIVE RESPONSE,1290.56,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05423,0.41462,Medium,0.01364,0.09486,-0.08121,NEGATIVE RESPONSE,1280.27,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05424,0.31665,Medium,0.01125,0.09477,-0.08351,NEGATIVE RESPONSE,895.96,Low Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05425,0.02134,Low,0.0073,0.01013,-0.00283,NEGATIVE RESPONSE,1028.38,Low Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05426,0.03591,Low,0.00658,0.03046,-0.02388,NEGATIVE RESPONSE,1552.24,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05427,0.00768,Low,0.00888,0.00727,0.00161,LOW RESPONSE,1172.54,Medium Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C05428,0.02957,Low,0.0102,0.01619,-0.00598,NEGATIVE RESPONSE,1185.96,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05429,0.00732,Low,0.00935,0.00942,-7e-05,LOW RESPONSE,1445.18,High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C05430,0.00733,Low,0.02033,0.01475,0.00558,LOW RESPONSE,1634.78,High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C05431,0.03648,Low,0.01034,0.02994,-0.0196,NEGATIVE RESPONSE,1499.97,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05432,0.01512,Low,0.01572,0.01901,-0.00329,NEGATIVE RESPONSE,1723.79,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05433,0.01637,Low,0.00825,0.00805,0.0002,LOW RESPONSE,896.31,Low Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C05434,0.01533,Low,0.00566,0.0237,-0.01804,NEGATIVE RESPONSE,1662.07,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05435,0.11844,Low,0.00731,0.05396,-0.04665,NEGATIVE RESPONSE,721.69,Low Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05436,0.02636,Low,0.01684,0.00759,0.00925,LOW RESPONSE,1288.56,Medium Value,Loyalty Reward,10.0,11.92,1.19,Moderate uplift but low offer cost
C05437,0.53246,Medium,0.01473,0.13258,-0.11786,NEGATIVE RESPONSE,797.91,Low Value,No Action,0.0,0.0,0.0,High churn risk but low estimated intervention response
C05438,0.0851,Low,0.00669,0.0568,-0.05012,NEGATIVE RESPONSE,1466.93,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05439,0.11335,Low,0.00481,0.07938,-0.07457,NEGATIVE RESPONSE,849.69,Low Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05440,0.0062,Low,0.01368,0.01197,0.0017,LOW RESPONSE,863.75,Low Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C05441,0.00434,Low,0.00643,0.00608,0.00034,LOW RESPONSE,1314.35,Medium Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C05442,0.29799,Low,0.01739,0.09608,-0.07869,NEGATIVE RESPONSE,1052.07,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05443,0.00519,Low,0.00585,0.00783,-0.00198,NEGATIVE RESPONSE,1637.46,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05444,0.0034,Low,0.00854,0.00739,0.00115,LOW RESPONSE,1336.0,Medium Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C05445,0.35008,Medium,0.01006,0.06976,-0.0597,NEGATIVE RESPONSE,1068.79,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05446,0.01195,Low,0.00946,0.00718,0.00228,LOW RESPONSE,1419.81,High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C05447,0.04115,Low,0.01492,0.01377,0.00115,PERSUADABLE,1513.94,High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C05448,0.09599,Low,0.01136,0.06461,-0.05325,NEGATIVE RESPONSE,1043.26,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05449,0.01097,Low,0.00966,0.00668,0.00297,LOW RESPONSE,1733.24,Very High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C05450,0.00798,Low,0.00646,0.03206,-0.0256,NEGATIVE RESPONSE,1319.63,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05451,0.08893,Low,0.00683,0.05595,-0.04912,NEGATIVE RESPONSE,1690.93,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05452,0.01738,Low,0.00709,0.0081,-0.00101,NEGATIVE RESPONSE,1179.23,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05453,0.11477,Low,0.00563,0.04511,-0.03948,NEGATIVE RESPONSE,1056.34,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05454,0.95018,Critical,0.0483,0.09192,-0.04361,NEGATIVE RESPONSE,829.12,Low Value,No Action,0.0,0.0,0.0,High churn risk but low estimated intervention response
C05455,0.05217,Low,0.00776,0.05458,-0.04683,NEGATIVE RESPONSE,1384.2,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05456,0.09081,Low,0.00656,0.04238,-0.03582,NEGATIVE RESPONSE,1419.7,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05457,0.00923,Low,0.00982,0.00816,0.00166,LOW RESPONSE,1599.19,High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C05458,0.01225,Low,0.00706,0.00591,0.00115,LOW RESPONSE,1353.24,Medium Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C05459,0.00428,Low,0.01726,0.01117,0.00609,LOW RESPONSE,1553.73,High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C05460,0.00888,Low,0.01401,0.00748,0.00653,LOW RESPONSE,834.95,Low Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C05461,0.00213,Low,0.01175,0.01699,-0.00524,NEGATIVE RESPONSE,1534.84,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05462,0.00504,Low,0.0093,0.01124,-0.00194,NEGATIVE RESPONSE,1562.3,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05463,0.04387,Low,0.01289,0.059,-0.04611,NEGATIVE RESPONSE,1648.66,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05464,0.14534,Low,0.00701,0.07545,-0.06845,NEGATIVE RESPONSE,1430.88,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05465,0.0235,Low,0.00784,0.00842,-0.00058,LOW RESPONSE,1737.09,Very High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C05466,0.01966,Low,0.01094,0.00639,0.00455,LOW RESPONSE,1215.55,Medium Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C05467,0.00604,Low,0.00973,0.00958,0.00014,LOW RESPONSE,1795.82,Very High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C05468,0.01988,Low,0.01493,0.00965,0.00528,LOW RESPONSE,1186.16,Medium Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C05469,0.01119,Low,0.00847,0.00829,0.00018,LOW RESPONSE,2052.11,Very High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C05470,0.00305,Low,0.00653,0.00688,-0.00035,LOW RESPONSE,1741.08,Very High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C05471,0.0056,Low,0.01475,0.00729,0.00747,LOW RESPONSE,1520.33,High Value,Loyalty Reward,10.0,11.36,1.14,Moderate uplift but low offer cost
C05472,0.00321,Low,0.01028,0.00572,0.00456,LOW RESPONSE,1576.84,High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C05473,0.00944,Low,0.01171,0.00723,0.00448,LOW RESPONSE,1767.21,Very High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C05474,0.01815,Low,0.01639,0.02676,-0.01037,NEGATIVE RESPONSE,2073.11,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05475,0.00195,Low,0.00894,0.01097,-0.00203,NEGATIVE RESPONSE,2013.23,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05476,0.00865,Low,0.01146,0.01063,0.00083,LOW RESPONSE,1312.63,Medium Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C05477,0.00531,Low,0.00725,0.01088,-0.00363,NEGATIVE RESPONSE,1635.71,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05478,0.02736,Low,0.00665,0.00865,-0.002,NEGATIVE RESPONSE,1166.69,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05479,0.01898,Low,0.02126,0.01522,0.00604,LOW RESPONSE,980.25,Low Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C05480,0.00468,Low,0.00492,0.00862,-0.0037,NEGATIVE RESPONSE,1173.57,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05481,0.02426,Low,0.00525,0.03692,-0.03167,NEGATIVE RESPONSE,1511.62,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05482,0.00959,Low,0.00758,0.00896,-0.00138,NEGATIVE RESPONSE,811.65,Low Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05483,0.01016,Low,0.01033,0.00763,0.0027,LOW RESPONSE,1931.97,Very High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C05484,0.00693,Low,0.00685,0.0076,-0.00075,LOW RESPONSE,1020.46,Low Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C05485,0.01518,Low,0.00476,0.01031,-0.00556,NEGATIVE RESPONSE,1128.78,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05486,0.00328,Low,0.00915,0.00853,0.00061,LOW RESPONSE,1652.7,High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C05487,0.01048,Low,0.02343,0.0155,0.00793,LOW RESPONSE,2081.13,Very High Value,Loyalty Reward,10.0,16.5,1.65,Moderate uplift but low offer cost
C05488,0.02749,Low,0.01067,0.00664,0.00403,LOW RESPONSE,1283.79,Medium Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C05489,0.00912,Low,0.01336,0.00853,0.00483,LOW RESPONSE,1284.02,Medium Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C05490,0.00986,Low,0.01562,0.00836,0.00727,LOW RESPONSE,1459.71,High Value,Loyalty Reward,10.0,10.61,1.06,Moderate uplift but low offer cost
C05491,0.01121,Low,0.01743,0.00812,0.00931,LOW RESPONSE,1531.7,High Value,Loyalty Reward,10.0,14.26,1.43,Moderate uplift but low offer cost
C05492,0.01075,Low,0.00901,0.01031,-0.0013,NEGATIVE RESPONSE,1082.61,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05493,0.02066,Low,0.00915,0.00872,0.00044,LOW RESPONSE,984.27,Low Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C05494,0.00229,Low,0.00663,0.00562,0.00101,LOW RESPONSE,1667.17,High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C05495,0.00384,Low,0.00599,0.00623,-0.00024,LOW RESPONSE,968.53,Low Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C05496,0.01356,Low,0.01031,0.01513,-0.00483,NEGATIVE RESPONSE,1573.47,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05497,0.00872,Low,0.01006,0.00698,0.00308,LOW RESPONSE,1553.15,High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C05498,0.26263,Low,0.00709,0.10999,-0.1029,NEGATIVE RESPONSE,1014.76,Low Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05499,0.0455,Low,0.00657,0.12367,-0.1171,NEGATIVE RESPONSE,1541.03,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05500,0.09222,Low,0.0085,0.08089,-0.0724,NEGATIVE RESPONSE,1350.16,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05501,0.02047,Low,0.01737,0.00893,0.00844,LOW RESPONSE,795.62,Low Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C05502,0.14929,Low,0.01712,0.13414,-0.11702,NEGATIVE RESPONSE,1845.98,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05503,0.9772,Critical,0.02831,0.12802,-0.09971,NEGATIVE RESPONSE,394.97,Low Value,No Action,0.0,0.0,0.0,High churn risk but low estimated intervention response
C05504,0.00259,Low,0.00876,0.0111,-0.00235,NEGATIVE RESPONSE,2056.65,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05505,0.03016,Low,0.00901,0.03366,-0.02465,NEGATIVE RESPONSE,1350.7,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05506,0.02827,Low,0.01278,0.00993,0.00285,LOW RESPONSE,1729.1,Very High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C05507,0.01995,Low,0.0145,0.01348,0.00102,LOW RESPONSE,1937.91,Very High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C05508,0.0017,Low,0.00954,0.00685,0.00269,LOW RESPONSE,1923.04,Very High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C05509,0.00803,Low,0.0079,0.00797,-7e-05,LOW RESPONSE,1474.11,High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C05510,0.01092,Low,0.00621,0.00612,9e-05,LOW RESPONSE,1192.91,Medium Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C05511,0.02854,Low,0.00679,0.01028,-0.00349,NEGATIVE RESPONSE,1750.23,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05512,0.01301,Low,0.01807,0.01199,0.00608,LOW RESPONSE,1324.29,Medium Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C05513,0.02034,Low,0.00789,0.01431,-0.00642,NEGATIVE RESPONSE,959.93,Low Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05514,0.18765,Low,0.00921,0.04638,-0.03717,NEGATIVE RESPONSE,1121.35,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05515,0.00192,Low,0.00988,0.00714,0.00274,LOW RESPONSE,1091.62,Medium Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C05516,0.02429,Low,0.00871,0.01133,-0.00262,NEGATIVE RESPONSE,1134.77,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05517,0.00827,Low,0.01356,0.00672,0.00683,LOW RESPONSE,1265.69,Medium Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C05518,0.00224,Low,0.00795,0.00884,-0.00089,LOW RESPONSE,1861.15,Very High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C05519,0.03123,Low,0.03789,0.06194,-0.02405,NEGATIVE RESPONSE,1530.77,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05520,0.01066,Low,0.0169,0.0112,0.0057,LOW RESPONSE,1920.03,Very High Value,Loyalty Reward,10.0,10.94,1.09,Moderate uplift but low offer cost
C05521,0.00663,Low,0.0101,0.01393,-0.00383,NEGATIVE RESPONSE,1953.59,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05522,0.00537,Low,0.02182,0.01649,0.00532,LOW RESPONSE,1630.92,High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C05523,0.00886,Low,0.00755,0.00791,-0.00036,LOW RESPONSE,1420.4,High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C05524,0.04171,Low,0.03353,0.01742,0.01611,HIGHLY PERSUADABLE,1354.91,Medium Value,Priority Support,15.0,21.83,1.46,Moderate uplift with low offer cost
C05525,0.00634,Low,0.01884,0.00841,0.01043,LOW RESPONSE,1867.35,Very High Value,Loyalty Reward,10.0,19.48,1.95,Moderate uplift but low offer cost
C05526,0.00198,Low,0.0133,0.00787,0.00543,LOW RESPONSE,1645.58,High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C05527,0.01117,Low,0.00543,0.00646,-0.00102,NEGATIVE RESPONSE,1126.23,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05528,0.00901,Low,0.006,0.00916,-0.00316,NEGATIVE RESPONSE,907.71,Low Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05529,0.00741,Low,0.01144,0.0088,0.00264,LOW RESPONSE,1501.52,High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C05530,0.00218,Low,0.01182,0.01129,0.00054,LOW RESPONSE,1748.27,Very High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C05531,0.00363,Low,0.00615,0.01453,-0.00838,NEGATIVE RESPONSE,1081.24,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05532,0.01035,Low,0.00695,0.0106,-0.00366,NEGATIVE RESPONSE,1221.74,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05533,0.0091,Low,0.0127,0.00772,0.00498,LOW RESPONSE,1703.51,Very High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C05534,0.06196,Low,0.0078,0.05602,-0.04823,NEGATIVE RESPONSE,1773.7,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05535,0.14967,Low,0.01186,0.04159,-0.02972,NEGATIVE RESPONSE,1249.58,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05536,0.1451,Low,0.0105,0.08074,-0.07024,NEGATIVE RESPONSE,830.54,Low Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05537,0.09761,Low,0.01881,0.06444,-0.04562,NEGATIVE RESPONSE,1392.33,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05538,0.01968,Low,0.01272,0.01272,-0.0,LOW RESPONSE,926.11,Low Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C05539,0.00465,Low,0.0072,0.00708,0.00012,LOW RESPONSE,1597.32,High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C05540,0.00335,Low,0.00963,0.01315,-0.00351,NEGATIVE RESPONSE,1767.34,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05541,0.03331,Low,0.0104,0.04975,-0.03935,NEGATIVE RESPONSE,1854.22,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05542,0.00473,Low,0.00748,0.00756,-8e-05,LOW RESPONSE,1356.14,Medium Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C05543,0.00747,Low,0.01269,0.00945,0.00324,LOW RESPONSE,1233.22,Medium Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C05544,0.09166,Low,0.01338,0.02627,-0.01289,NEGATIVE RESPONSE,965.08,Low Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05545,0.01818,Low,0.00904,0.00837,0.00067,LOW RESPONSE,1714.74,Very High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C05546,0.35368,Medium,0.02831,0.1395,-0.11119,NEGATIVE RESPONSE,1093.23,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05547,0.15509,Low,0.0166,0.05267,-0.03607,NEGATIVE RESPONSE,1410.04,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05548,0.09278,Low,0.0135,0.05881,-0.04531,NEGATIVE RESPONSE,1738.44,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05549,0.94826,Critical,0.01958,0.12175,-0.10217,NEGATIVE RESPONSE,513.79,Low Value,No Action,0.0,0.0,0.0,High churn risk but low estimated intervention response
C05550,0.11304,Low,0.00727,0.07685,-0.06958,NEGATIVE RESPONSE,899.05,Low Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C05551,0.0051,Low,0.01395,0.00972,0.00423,LOW RESPONSE,1906.54,Very High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
